occurrence_no,identified_name,identified_rank,identified_no,accepted_name,accepted_attr,accepted_rank,early_interval,late_interval,max_ma,min_ma,reference_no,lng,lat
256911,n. gen. Menefeeceratops n. sp. sealeyi,species,437583,Menefeeceratops sealeyi,,species,Early Campanian,Middle Campanian,83.5,70.6,76871,-107.199997,35.700001
256913,cf. Saurornitholestes sp.,genus,38567,Saurornitholestes,,genus,Early Campanian,Middle Campanian,83.5,70.6,81222,-107.199997,35.700001
259283,Chasmosaurus mariscalensis,species,52772,Agujaceratops mariscalensis,,species,Middle Campanian,Late Campanian,83.5,70.6,7029,-103.550003,29.200001
259284,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Middle Campanian,Late Campanian,83.5,70.6,7029,-103.550003,29.200001
259315,n. gen. Vorona n. sp. berivotrensis,species,64129,Vorona berivotrensis,,species,Maastrichtian,,72.1,66,7030,46.583332,-15.9
259321,Tenontosaurus tilletti,species,52887,Tenontosaurus tilletti,,species,Middle Albian,Early Cenomanian,109,93.5,13525,-108.141403,45.438999
259322,Tenontosaurus tilletti,species,52887,Tenontosaurus tilletti,,species,Aptian,Early Albian,125,109,13525,-108.161667,45.441387
259972,n. gen. Carcharodontosaurus saharicus,species,65365,Carcharodontosaurus saharicus,,species,Early Cenomanian,,99.6,93.5,7053,29.116669,28.33333
259976,n. gen. Spinosaurus n. sp. aegyptiacus,species,53372,Spinosaurus aegyptiacus,,species,Early Cenomanian,,99.6,93.5,7054,28.914782,28.43112
260015,Rebbachisaurus tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Early Berriasian,Late Valanginian,145,136.4,7056,7.935677,16.635183
260016,Rebbachisaurus tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Early Berriasian,Late Valanginian,145,136.4,7056,7.988729,16.813019
260021,Carcharodontosaurus saharicus,species,65365,Carcharodontosaurus saharicus,,species,Early Berriasian,Late Albian,145,99.6,7056,9.566667,28.5
260022,Elaphrosaurus iguidiensis,species,63790,Theropoda,,unranked clade,Early Berriasian,Late Albian,145,99.6,7056,9.566667,28.5
260023,Rebbachisaurus tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Early Berriasian,Late Albian,145,99.6,7056,9.566667,28.5
260024,Dinosauria indet.,unranked clade,52775,Dinosauria,,unranked clade,Early Oxfordian,Late Albian,161.2,99.6,7056,14.433333,27.033333
260025,Carcharodontosaurus saharicus,species,65365,Carcharodontosaurus saharicus,,species,Early Berriasian,Late Albian,145,99.6,7056,1.083333,27.033333
260026,Rebbachisaurus tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Early Berriasian,Late Albian,145,99.6,7056,1.083333,27.033333
260030,Rebbachisaurus tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Early Berriasian,Late Albian,145,99.6,7056,0.416667,26.766666
260031,Rebbachisaurus tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Early Berriasian,Late Albian,145,99.6,7056,0.816667,26.766666
260035,Elaphrosaurus iguidiensis,species,63790,Theropoda,,unranked clade,Barremian,Albian,129.4,100.5,7056,10.283333,32.808334
260039,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Barremian,Albian,129.4,100.5,7056,10.191667,32.916668
260040,Acrocanthosaurus atokensis,species,55482,Acrocanthosaurus atokensis,,species,Aptian,,125,113,7057,-94.76667,34.166668
260041,Acrocanthosaurus atokensis,species,55482,Acrocanthosaurus atokensis,,species,Aptian,,125,113,7059,-95.806389,34.18
260042,n. gen. Acrocanthosaurus n. sp. atokensis,species,55482,Acrocanthosaurus atokensis,,species,Aptian,,125,113,7059,-95.792221,34.18
260584,Dinosauria indet.,unranked clade,52775,Dinosauria,,unranked clade,Barremian,Albian,129.4,100.5,30615,10.75,31.983334
260588,Dinosauria indet.,unranked clade,52775,Dinosauria,,unranked clade,Early Albian,Late Cenomanian,112.03,93.5,21104,7.066667,28.166668
260589,Carcharodontosaurus saharicus,species,65365,Carcharodontosaurus saharicus,,species,Early Albian,Early Cenomanian,112.03,93.5,7056,8.175278,28.15
260590,Rebbachisaurus tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Early Albian,Early Cenomanian,112.03,93.5,7056,8.175278,28.15
260591,Elaphrosaurus n. sp. iguidiensis,species,63790,Theropoda,,unranked clade,Early Berriasian,Late Valanginian,145,136.4,7056,8.011679,16.464561
260592,Rebbachisaurus tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Early Berriasian,Late Valanginian,145,136.4,7056,8.011679,16.464561
260593,Elaphrosaurus iguidiensis,species,63790,Theropoda,,unranked clade,Aptian,,125,113,7056,9.509186,16.632231
260594,Rebbachisaurus tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Aptian,,125,113,7056,9.509186,16.632231
260595,Carcharodontosaurus saharicus,species,65365,Carcharodontosaurus saharicus,,species,Aptian,,125,113,7056,9.509186,16.632231
260596,Carcharodontosaurus saharicus,species,65365,Carcharodontosaurus saharicus,,species,Albian,,113,100.5,7056,10.222018,16.129169
260597,Rebbachisaurus tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Albian,,113,100.5,7056,9.567594,16.64152
260598,Carcharodontosaurus saharicus,species,65365,Carcharodontosaurus saharicus,,species,Albian,,113,100.5,7056,9.228752,16.449305
260599,Elaphrosaurus iguidiensis,species,63790,Theropoda,,unranked clade,Early Berriasian,Early Cenomanian,145,93.5,7056,12.016667,31.950001
260601,Megalosaurus saharicus,species,65364,Carcharodontosaurus saharicus,,species,Late Aptian,Early Albian,122.46,109,30615,10.283333,32.950001
260602,Rebbachisaurus tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Late Aptian,Early Albian,122.46,109,7056,10.283333,32.950001
260605,Titanosauridae indet.,family,38680,Titanosauridae,,family,Early Berriasian,Late Albian,145,99.6,59099,2.258956,16.512241
260606,Elaphrosaurus iguidiensis,species,63790,Theropoda,,unranked clade,Early Berriasian,Late Valanginian,145,136.4,7056,8.050767,16.341337
260607,Rebbachisaurus tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Early Berriasian,Late Valanginian,145,136.4,7056,8.050767,16.341337
260828,Baharijasaurus ingens,species,263718,Bahariasaurus ingens,,species,Early Albian,Early Cenomanian,112.03,93.5,45866,5.852992,16.79096
260829,Rebbachisaurus tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Early Albian,Early Cenomanian,112.03,93.5,7056,5.852992,16.79096
260830,Aegyptosaurus baharijensis,species,66662,Aegyptosaurus baharijensis,,species,Early Albian,Early Cenomanian,112.03,93.5,45866,5.852992,16.79096
260831,Rebbachisaurus tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Early Albian,Early Cenomanian,112.03,93.5,7056,5.583333,17.483332
260832,Bahariasaurus ingens,species,66415,Bahariasaurus ingens,,species,Late Albian,Early Cenomanian,105.3,93.5,7056,5.797784,17.708801
260833,Inosaurus tedreftensis,species,63789,Tetanurae,,unranked clade,Late Albian,Early Cenomanian,105.3,93.5,7056,5.797784,17.708801
260834,Megalosaurus saharicus,species,65364,Carcharodontosaurus saharicus,,species,Late Albian,Early Cenomanian,105.3,93.5,45826,5.797784,17.708801
260835,Elaphrosaurus iguidiensis,species,63790,Theropoda,,unranked clade,Late Albian,Early Cenomanian,105.3,93.5,7056,5.797784,17.708801
260836,Elaphrosaurus gautieri,species,63791,Spinostropheus gautieri,,species,Late Albian,Early Cenomanian,105.3,93.5,7056,5.797784,17.708801
260837,Rebbachisaurus n. sp. tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Late Albian,Early Cenomanian,105.3,93.5,7056,5.797784,17.708801
260838,Aegyptosaurus baharijensis,species,66662,Aegyptosaurus baharijensis,,species,Late Albian,Early Cenomanian,105.3,93.5,7056,5.797784,17.708801
260839,Stegosauria ? indet.,unranked clade,147919,Stegosauria,,unranked clade,Late Albian,Early Cenomanian,105.3,93.5,12528,5.797784,17.708801
260840,Rebbachisaurus tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Early Berriasian,Early Cenomanian,145,93.5,7056,9.05,28.533333
260843,Rebbachisaurus tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Early Berriasian,Late Valanginian,145,136.4,7056,6.932281,16.799726
260844,Astrodon sp.,genus,38674,Macronaria,,unranked clade,Early Berriasian,Late Valanginian,145,136.4,45866,6.932281,16.799726
260845,Aegyptosaurus baharijensis,species,66662,Aegyptosaurus baharijensis,,species,Early Berriasian,Late Valanginian,145,136.4,7056,6.932281,16.799726
260856,Sauropoda indet.,unranked clade,38653,Sauropoda,,unranked clade,Early Berriasian,Early Cenomanian,145,93.5,7056,2.496275,27.269917
260888,Rebbachisaurus tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Early Berriasian,Early Cenomanian,145,93.5,7056,2.576439,27.291157
260898,Rebbachisaurus tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Early Berriasian,Late Barremian,145,125.45,7056,6.381111,19.317499
260899,Elaphrosaurus n. sp. gautieri,species,63791,Spinostropheus gautieri,,species,Early Berriasian,Late Barremian,145,125.45,7056,6.381111,19.317499
260900,Elaphrosaurus iguidiensis,species,63790,Theropoda,,unranked clade,Early Berriasian,Late Barremian,145,125.45,7056,6.381111,19.317499
260901,Carcharodontosaurus saharicus,species,65365,Carcharodontosaurus saharicus,,species,Early Berriasian,Late Barremian,145,125.45,7056,6.381111,19.317499
260902,n. gen. Inosaurus n. sp. tedreftensis,species,63789,Tetanurae,,unranked clade,Early Berriasian,Late Barremian,145,125.45,7056,6.381111,19.317499
262166,n. gen. Deltadromeus n. sp. agilis,species,65367,Deltadromeus agilis,,species,Early Cenomanian,,99.6,93.5,7098,-4.836939,30.505667
262167,Rebbachisaurus garasbae,species,65368,Rebbachisaurus garasbae,,species,Early Cenomanian,,99.6,93.5,7098,-4.836939,30.505667
262168,Titanosauria indet.,unranked clade,55585,Titanosauria,,unranked clade,Early Cenomanian,,99.6,93.5,7098,-4.836939,30.505667
262169,Ornithopoda indet.,unranked clade,38713,Ornithopoda,,unranked clade,Early Cenomanian,,99.6,93.5,7098,-4.836939,30.505667
262179,Spinosaurus cf. aegyptiacus,species,53372,Spinosaurus aegyptiacus,,species,Early Cenomanian,,99.6,93.5,7098,-4.836939,30.505667
262185,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Early Cenomanian,,99.6,93.5,7098,-4.836939,30.505667
262344,Dinosauria indet.,unranked clade,52775,Dinosauria,,unranked clade,Early Berriasian,Late Albian,145,99.6,7056,6.271747,19.30431
262345,Sauropoda indet.,unranked clade,38653,Sauropoda,,unranked clade,Early Berriasian,Late Albian,145,99.6,7056,6.271747,19.30431
262347,Carcharodontosaurus saharicus,species,65365,Carcharodontosaurus saharicus,,species,Aptian,Albian,125,100.5,7056,9.540314,17.971214
262349,Rebbachisaurus tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Early Barremian,Early Cenomanian,130,93.5,7056,7.465541,16.386097
262350,Stegosauria ? indet.,unranked clade,147919,Stegosauria,,unranked clade,Early Barremian,Early Cenomanian,130,93.5,12528,7.961216,16.45248
262351,Sauropoda indet.,unranked clade,38653,Sauropoda,,unranked clade,Early Berriasian,Early Cenomanian,145,93.5,7056,-1,20.200001
262352,Sauropoda indet.,unranked clade,38653,Sauropoda,,unranked clade,Early Berriasian,Early Cenomanian,145,93.5,7056,0.033333,20.950001
262353,Sauropoda indet.,unranked clade,38653,Sauropoda,,unranked clade,Early Berriasian,Early Cenomanian,145,93.5,7056,-0.626944,20.950001
262354,Sauropoda indet.,unranked clade,38653,Sauropoda,,unranked clade,Early Berriasian,Early Cenomanian,145,93.5,7056,-0.033333,20.892221
262359,Ouranosaurus nigeriensis,species,52877,Ouranosaurus nigeriensis,,species,Albian,,113,100.5,70903,10.333889,32.266109
262360,Elaphrosaurus iguidiensis,species,63790,Theropoda,,unranked clade,Albian,,113,100.5,7056,10.333889,32.266109
263353,Polacanthus foxii,species,52785,Polacanthus foxii,,species,Late Barremian,Early Aptian,130,122.46,7123,-1.472222,50.65889
263354,Ornithopoda indet.,unranked clade,38713,Ornithopoda,,unranked clade,Late Barremian,Early Aptian,130,122.46,7123,-1.472222,50.65889
263808,n. gen. Carnotaurus n. sp. sastrei,species,54526,Carnotaurus sastrei,,species,Maastrichtian,,72.1,66,13927,-67.547501,-43
266833,Saurornitholestes sp.,genus,38567,Saurornitholestes,,genus,Middle Campanian,,83.5,70.6,17718,-112.966667,48.650002
266834,Troodon cf. formosus,species,54818,Troodon formosus,,species,Middle Campanian,,83.5,70.6,17718,-112.966667,48.650002
266835,Orodromeus makelai,species,64338,Orodromeus makelai,,species,Middle Campanian,,83.5,70.6,17718,-112.966667,48.650002
266836,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Middle Campanian,,83.5,70.6,7156,-112.966667,48.650002
266837,Tyrannosauridae indet.,family,38606,Tyrannosauridae,,family,Middle Campanian,,83.5,70.6,7156,-112.966667,48.650002
266838,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Middle Campanian,,83.5,70.6,7156,-112.966667,48.650002
269458,Psittacosaurus sp.,genus,38844,Psittacosaurus,,genus,Late Barremian,Early Aptian,130,122.46,7186,120.73333,41.799999
276680,Titanosauridae indet.,family,38680,Titanosauridae,,family,Maastrichtian,,72.1,66,7271,79.972282,23.168694
276681,n. gen. Lametasaurus n. sp. indicus,species,57451,Lametasaurus indicus,,species,Maastrichtian,,72.1,66,7271,79.972282,23.168694
276682,n. gen. Indosuchus n. sp. raptorius,species,53958,Indosuchus raptorius,,species,Maastrichtian,,72.1,66,7271,79.972282,23.168694
276683,n. gen. Indosaurus n. sp. matleyi,species,54099,Indosaurus matleyi,,species,Maastrichtian,,72.1,66,7271,79.972282,23.168694
276684,Abelisauridae indet.,family,53942,Abelisauridae,,family,Maastrichtian,,72.1,66,30810,79.972282,23.168694
276685,Noasauridae indet.,family,54535,Noasauridae,,family,Maastrichtian,,72.1,66,30810,79.972282,23.168694
276686,n. gen. Compsosuchus n. sp. solus,species,57442,Noasauridae,,family,Maastrichtian,,72.1,66,7271,79.972282,23.168694
276687,n. gen. Laevisuchus n. sp. indicus,species,56390,Laevisuchus indicus,,species,Maastrichtian,,72.1,66,7271,79.972282,23.168694
276688,n. gen. Jubbulpuria n. sp. tenuis,species,57444,Noasauridae,,family,Maastrichtian,,72.1,66,7271,79.972282,23.168694
276689,n. gen. Coeluroides n. sp. largus,species,57443,Abelisauridae,,family,Maastrichtian,,72.1,66,7271,79.972282,23.168694
276690,n. gen. Dryptosauroides n. sp. grandis,species,57445,Abelisauridae,,family,Maastrichtian,,72.1,66,7271,79.972282,23.168694
276691,n. gen. Ornithomimoides n. sp. mobilis,species,57448,Abelisauridae,,family,Maastrichtian,,72.1,66,7271,79.972282,23.168694
276692,Ornithomimoides ? n. sp. barasimlensis,species,57449,Noasauridae,,family,Maastrichtian,,72.1,66,7271,79.972282,23.168694
276693,Ornithomimoides mobilis ?,species,57448,Abelisauridae,,family,Maastrichtian,,72.1,66,7271,79.972282,23.168694
276694,Abelisauroidea indet.,superfamily,54528,Abelisauroidea,,superfamily,Maastrichtian,,72.1,66,14199,79.972282,23.168694
276695,Noasauridae indet.,family,54535,Noasauridae,,family,Maastrichtian,,72.1,66,44450,79.972282,23.168694
276697,Sauropoda indet.,unranked clade,38653,Sauropoda,,unranked clade,Maastrichtian,,72.1,66,19228,79.972282,23.168694
276698,Titanosaurus indicus,species,54171,Titanosauria,,unranked clade,Maastrichtian,,72.1,66,19228,79.972282,23.168694
276699,Antarctosaurus n. sp. septentrionalis,species,57452,Jainosaurus septentrionalis,,species,Maastrichtian,,72.1,66,7271,79.972282,23.168694
276700,Carnosauria indet.,infraorder,53943,Carnosauria,,infraorder,Maastrichtian,,72.1,66,7271,79.972282,23.168694
278501,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Lancian,,70.6,66,7310,-109.019722,44.240276
280099,Edmontosaurus annectens,species,64305,Edmontosaurus annectens,,species,Late Maastrichtian,,70.6,66,81886,-104.484001,47.479
280100,Troodon formosus,species,54818,Troodon formosus,,species,Late Maastrichtian,,70.6,66,7389,-104.484001,47.479
280101,Tyrannosaurus rex,species,54833,Tyrannosaurus rex,,species,Late Maastrichtian,,70.6,66,7389,-104.484001,47.479
280102,Nanotyrannus ? sp.,genus,53212,Nanotyrannus,,genus,Late Maastrichtian,,70.6,66,7389,-104.484001,47.479
280103,Saurornitholestes ? sp.,genus,38567,Saurornitholestes,,genus,Late Maastrichtian,,70.6,66,7389,-104.484001,47.479
280104,Richardoestesia sp.,genus,58873,Richardoestesia,,genus,Late Maastrichtian,,70.6,66,7389,-104.484001,47.479
280105,Dromaeosaurus ? sp.,genus,38566,Dromaeosaurus,,genus,Late Maastrichtian,,70.6,66,7389,-104.484001,47.479
280197,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Campanian,,83.5,70.6,81833,-109.601669,46.2575
280198,Gryposaurus sp.,genus,53014,Gryposaurus,,genus,Late Campanian,,83.5,70.6,46756,-109.129166,45.823334
280199,Lambeosaurinae indet.,subfamily,53394,Lambeosaurinae,,subfamily,Late Campanian,,83.5,70.6,24881,-109.129166,45.823334
280200,Panoplosaurus sp.,genus,38825,Panoplosaurus,,genus,Late Campanian,,83.5,70.6,17480,-109.129166,45.823334
280542,n. gen. Maiasaura n. sp. peeblesorum,species,55574,Maiasaura peeblesorum,,species,Campanian,,83.6,72.1,7402,-112.287567,47.768101
280571,Brachylophosaurus n. sp. goodwini,species,64297,Brachylophosaurus canadensis,,species,Middle Campanian,,83.5,70.6,7405,-110.616669,48.950001
280572,Troodon formosus,species,54818,Troodon formosus,,species,Campanian,,83.6,72.1,7406,-112.182777,47.8125
280573,Hylaeosaurus sp.,genus,38822,Hylaeosaurus,,genus,Late Hauterivian,Early Aptian,136.4,122.46,17480,-1.383333,50.633331
280575,n. gen. Eucamerotus n. sp. foxi,species,54172,Titanosauriformes,,unranked clade,Late Hauterivian,Early Aptian,136.4,122.46,17003,-1.444499,50.642872
280867,Hypsilophodon foxii,species,54190,Hypsilophodon foxii,,species,Late Barremian,,130,125.45,12803,-1.371099,50.617123
280868,Iguanodon sp.,genus,38749,Iguanodon,,genus,Late Hauterivian,Early Aptian,136.4,122.46,29198,-1.383333,50.633331
280983,Ornithopsis hulkei,species,54173,Ornithopsis hulkei,,species,Late Hauterivian,Early Aptian,136.4,122.46,7425,-1.423251,50.637585
280989,n. gen. Vectisaurus n. sp. valdensis,species,53040,Iguanodontia,,unranked clade,Late Hauterivian,Early Barremian,136.4,125.45,7426,-1.406424,50.633606
280990,n. gen. Polacanthus n. sp. foxii,species,52785,Polacanthus foxii,,species,Late Barremian,,130,125.45,7427,-1.375,50.623333
281628,Edmontosaurus minor,species,85998,Hadrosauridae,,family,Maastrichtian,,72.1,66,1580,-75.166664,39.783333
281629,Lambeosaurinae indet.,subfamily,53394,Lambeosaurinae,,subfamily,Maastrichtian,,72.1,66,7438,-75.166664,39.783333
